attr_data_ID,annotation_ID,attr_ID,attr_val
122,13230,0,not-selected
123,13231,0,not-selected
124,13232,0,not-selected
125,13233,0,not-selected
126,13234,0,not-selected
127,13235,0,not-selected
128,13236,0,not-selected
129,12491,0,not-selected
130,12492,0,not-selected
131,12493,0,not-selected
132,12494,0,not-selected
133,12495,0,not-selected
134,12496,0,not-selected
135,12498,0,not-selected
136,12499,0,not-selected
137,12104,0,Unspecified
138,12105,0,Unspecified
139,12107,0,Unspecified
140,12108,0,Unspecified
141,12109,0,Unspecified
142,12110,0,Unspecified
143,12111,0,Unspecified
144,12113,0,Unspecified
145,12114,0,Unspecified
146,12115,0,Unspecified
147,12118,0,Unspecified
148,12119,0,Unspecified
149,13239,0,not-selected
150,13240,0,not-selected
151,13242,0,not-selected
152,12501,0,not-selected
153,12502,0,not-selected
154,12503,0,not-selected
155,12506,0,not-selected
156,12509,0,not-selected
157,12512,0,not-selected
158,12179,0,Unspecified
159,12180,0,Unspecified
160,12181,0,Unspecified
161,12185,0,Unspecified
162,12186,0,Explicit
163,12188,0,Unspecified
164,12189,0,Unspecified
165,19903,0,Explicit
166,19904,0,Implicit
167,21204,0,Explicit
168,21205,0,Explicit
169,21206,0,Explicit
170,21207,0,Implicit
171,22434,0,Explicit
172,22435,0,Explicit
173,22436,0,Unspecified
174,22437,0,Unspecified
175,19905,0,Explicit
176,19906,0,Explicit
177,21209,0,Explicit
178,21210,0,Explicit
179,22440,0,Explicit
180,22441,0,Explicit
181,19907,0,not-selected
182,19908,0,not-selected
183,19910,0,not-selected
184,19911,0,not-selected
185,21211,0,Unspecified
186,21212,0,Unspecified
187,22442,0,Unspecified
188,22443,0,Unspecified
189,22445,0,Unspecified
190,22446,0,Unspecified
191,22447,0,Unspecified
192,19914,0,not-selected
193,22572,0,Implicit
194,19915,0,not-selected
195,19916,0,not-selected
196,19917,0,not-selected
197,21219,0,Explicit
198,22455,0,Explicit
199,19918,0,not-selected
200,21221,0,Explicit
201,21222,0,Explicit
202,22458,0,Explicit
203,22459,0,Explicit
204,19920,0,Implicit
205,21224,0,Implicit
206,22464,0,Implicit
207,22465,0,Implicit
208,19921,0,not-selected
209,19922,0,not-selected
210,19923,0,not-selected
211,21225,0,Unspecified
212,21226,0,Unspecified
213,21227,0,Unspecified
214,22467,0,Unspecified
215,22468,0,Unspecified
216,22469,0,Unspecified
217,19924,0,not-selected
218,19925,0,not-selected
219,22470,0,Unspecified
220,22471,0,Unspecified
221,22472,0,Unspecified
222,22473,0,Unspecified
223,19928,0,not-selected
224,19930,0,not-selected
225,19931,0,not-selected
226,19932,0,not-selected
227,21231,0,Implicit
228,21232,0,Implicit
229,21233,0,Implicit
230,21234,0,Implicit
231,22479,0,Unspecified
232,22480,0,Unspecified
233,22481,0,Unspecified
234,19933,0,Implicit
235,21235,0,Implicit
236,22482,0,Implicit
237,19934,0,not-selected
238,21236,0,Implicit
239,22483,0,Explicit
240,19936,0,not-selected
241,19937,0,not-selected
242,21237,0,Unspecified
243,21238,0,Unspecified
244,22484,0,Unspecified
245,22485,0,Unspecified
246,22486,0,Explicit
247,19941,0,Implicit
248,21242,0,Unspecified
249,21243,0,Unspecified
250,22501,0,Unspecified
251,22502,0,Explicit
252,19942,0,not-selected
253,19943,0,not-selected
254,21244,0,Unspecified
255,21245,0,Unspecified
256,22503,0,Unspecified
257,22504,0,Unspecified
258,22505,0,Unspecified
259,22506,0,Unspecified
260,22507,0,Unspecified
261,22508,0,Unspecified
262,19952,0,not-selected
263,19953,0,not-selected
264,19954,0,not-selected
265,21246,0,Unspecified
266,21247,0,Unspecified
267,21248,0,Unspecified
268,22509,0,Unspecified
269,22510,0,Unspecified
270,22511,0,Unspecified
271,22512,0,Explicit
272,19955,0,not-selected
273,19956,0,not-selected
274,21249,0,Unspecified
275,19958,0,not-selected
276,22515,0,Unspecified
277,22516,0,Unspecified
278,20540,0,not-selected
279,20543,0,not-selected
280,20544,0,not-selected
281,22582,0,Unspecified
282,22583,0,Unspecified
283,20547,0,not-selected
284,20548,0,not-selected
285,22536,0,Explicit
286,22537,0,Explicit
287,22591,0,Implicit
288,20554,0,not-selected
289,21270,0,Explicit
290,22542,0,Explicit
291,20555,0,Explicit
292,21271,0,Explicit
293,22593,0,Explicit
294,22594,0,Explicit
295,20562,0,not-selected
296,22550,0,Unspecified
297,22551,0,Unspecified
298,20564,0,not-selected
299,20566,0,Explicit
300,22601,0,Explicit
301,22604,0,not-selected
302,22605,0,not-selected
303,13754,0,not-selected
304,15274,0,Explicit
305,13412,0,Explicit
306,13413,0,Explicit
307,13414,0,Explicit
308,13415,0,Explicit
309,13416,0,Explicit
310,13417,0,Explicit
311,13886,0,Explicit
312,13892,0,Explicit
313,13896,0,Explicit
314,13897,0,Explicit
315,13898,0,Explicit
316,13899,0,Explicit
317,13900,0,Explicit
318,13901,0,Explicit
319,13902,0,Explicit
320,13903,0,Explicit
321,24371,0,Explicit
322,24372,0,Explicit
323,24373,0,Explicit
324,24374,0,Explicit
325,24375,0,Explicit
326,24376,0,Explicit
327,24377,0,Explicit
328,24379,0,Explicit
329,24380,0,Explicit
330,24381,0,Explicit
331,24382,0,Explicit
332,24383,0,Explicit
333,24384,0,Explicit
334,13419,0,not-selected
335,13420,0,not-selected
336,13421,0,not-selected
337,13905,0,Implicit
338,13906,0,Implicit
339,13907,0,Implicit
340,13908,0,Implicit
341,24385,0,Implicit
342,24386,0,Implicit
343,24387,0,Implicit
344,13424,0,Explicit
345,13911,0,Implicit
346,24340,0,not-selected
347,24341,0,not-selected
348,24342,0,not-selected
349,24343,0,Explicit
350,13429,0,not-selected
351,13430,0,not-selected
352,13431,0,not-selected
353,13432,0,not-selected
354,13433,0,not-selected
355,13912,0,Unspecified
356,13913,0,Unspecified
357,13914,0,Unspecified
358,13915,0,Unspecified
359,13916,0,Unspecified
360,24388,0,Unspecified
361,24389,0,Unspecified
362,24390,0,Unspecified
363,24391,0,Unspecified
364,24392,0,Unspecified
365,24393,0,Unspecified
366,24357,0,Explicit
367,24359,0,Explicit
368,18135,0,not-selected
369,21014,0,Unspecified
370,21015,0,Unspecified
371,21629,0,Unspecified
372,18324,0,not-selected
373,18325,0,not-selected
374,18326,0,not-selected
375,21020,0,Explicit
376,21021,0,Explicit
377,21638,0,Explicit
378,21639,0,Explicit
379,21640,0,Explicit
380,21641,0,Explicit
381,18327,0,not-selected
382,18330,0,not-selected
383,21022,0,Explicit
384,21023,0,Explicit
385,21642,0,Explicit
386,21643,0,Explicit
387,21644,0,Explicit
388,18328,0,Implicit
389,18331,0,Implicit
390,21024,0,Implicit
391,21788,0,Implicit
392,21789,0,Implicit
393,21792,0,Implicit
394,21793,0,Implicit
395,18332,0,Explicit
396,21025,0,Explicit
397,21645,0,Explicit
398,18333,0,Explicit
399,21026,0,Explicit
400,21647,0,Explicit
401,18334,0,Implicit
402,18335,0,Implicit
403,18336,0,Implicit
404,18337,0,Implicit
405,18347,0,Implicit
406,18348,0,Implicit
407,18349,0,Implicit
408,18350,0,Implicit
409,21027,0,Implicit
410,21028,0,Implicit
411,21029,0,Implicit
412,21030,0,Implicit
413,21031,0,Implicit
414,21032,0,Implicit
415,21033,0,Implicit
416,21034,0,Implicit
417,21649,0,Implicit
418,21650,0,Implicit
419,21651,0,Implicit
420,21655,0,Implicit
421,21656,0,Implicit
422,21657,0,Implicit
423,21658,0,Implicit
424,21659,0,Implicit
425,21660,0,Implicit
426,21661,0,Implicit
427,21662,0,Implicit
428,21665,0,Implicit
429,21666,0,Implicit
430,21667,0,Implicit
431,18352,0,not-selected
432,21704,0,Implicit
433,21705,0,Implicit
434,18355,0,not-selected
435,18356,0,not-selected
436,18357,0,not-selected
437,21041,0,Unspecified
438,21042,0,Unspecified
439,21717,0,Implicit
440,21718,0,Implicit
441,21047,0,Unspecified
442,21719,0,Unspecified
443,18358,0,not-selected
444,21048,0,Unspecified
445,21720,0,Unspecified
446,21721,0,Unspecified
447,18359,0,not-selected
448,18361,0,not-selected
449,21049,0,Unspecified
450,21722,0,Implicit
451,21723,0,Implicit
452,21724,0,Implicit
453,18362,0,Explicit
454,21051,0,Explicit
455,18363,0,not-selected
456,18364,0,not-selected
457,21052,0,Unspecified
458,18374,0,not-selected
459,21804,0,Implicit
460,21057,0,Explicit
461,21728,0,Explicit
462,18697,0,Explicit
463,21058,0,Explicit
464,21807,0,Implicit
465,21808,0,Implicit
466,21809,0,Implicit
467,21810,0,Implicit
468,18701,0,Explicit
469,18702,0,Explicit
470,21060,0,Explicit
471,21731,0,Explicit
472,18703,0,Explicit
473,18706,0,Explicit
474,18707,0,Explicit
475,21061,0,Explicit
476,21062,0,Explicit
477,21063,0,Explicit
478,21732,0,Explicit
479,21733,0,Explicit
480,21734,0,Explicit
481,18709,0,Explicit
482,8440,0,Unspecified
483,8441,0,Unspecified
484,8442,0,Unspecified
485,8443,0,Unspecified
486,9903,0,not-selected
487,9904,0,not-selected
488,9905,0,not-selected
489,9906,0,not-selected
490,25241,0,not-selected
491,25242,0,not-selected
492,25243,0,not-selected
493,25244,0,not-selected
494,25245,0,not-selected
495,25246,0,not-selected
496,8444,0,Explicit
497,9907,0,Explicit
498,25315,0,Explicit
499,25316,0,Explicit
500,8447,0,Unspecified
501,8448,0,Unspecified
502,8449,0,Unspecified
503,9908,0,not-selected
504,25323,0,not-selected
505,25326,0,not-selected
506,25327,0,not-selected
507,25328,0,not-selected
508,8450,0,Explicit
509,25247,0,Explicit
510,8451,0,Explicit
511,10019,0,Explicit
512,25248,0,Explicit
513,25249,0,Explicit
514,25250,0,Explicit
515,8454,0,Unspecified
516,10044,0,not-selected
517,25251,0,not-selected
518,10160,0,Explicit
519,8459,0,Unspecified
520,8460,0,Unspecified
521,8461,0,Unspecified
522,8465,0,Implicit
523,8466,0,Implicit
524,8467,0,Implicit
525,8468,0,Implicit
526,8469,0,Implicit
527,10170,0,Implicit
528,10173,0,Implicit
529,10174,0,Implicit
530,10175,0,Implicit
531,25329,0,Implicit
532,25330,0,Implicit
533,25331,0,Implicit
534,25332,0,Implicit
535,25333,0,Implicit
536,8471,0,Implicit
537,8472,0,Implicit
538,10229,0,not-selected
539,10231,0,not-selected
540,25334,0,Implicit
541,25335,0,Implicit
542,25336,0,Implicit
543,25337,0,Implicit
544,8476,0,Implicit
545,8478,0,Implicit
546,10247,0,not-selected
547,10248,0,not-selected
548,25259,0,not-selected
549,25260,0,not-selected
550,25261,0,not-selected
551,25262,0,not-selected
552,25263,0,not-selected
553,8493,0,Unspecified
554,8494,0,Unspecified
555,8502,0,Unspecified
556,8503,0,Unspecified
557,10249,0,not-selected
558,10250,0,not-selected
559,25344,0,Unspecified
560,25346,0,Unspecified
561,25347,0,Unspecified
562,25348,0,Unspecified
563,8504,0,Unspecified
564,8505,0,Unspecified
565,8507,0,Unspecified
566,8508,0,Unspecified
567,10261,0,not-selected
568,10262,0,not-selected
569,25370,0,not-selected
570,25371,0,not-selected
571,25372,0,not-selected
572,25373,0,not-selected
573,25374,0,not-selected
574,8510,0,Unspecified
575,8511,0,Unspecified
576,8512,0,Unspecified
577,8513,0,Unspecified
578,10263,0,not-selected
579,10264,0,not-selected
580,25375,0,not-selected
581,25376,0,not-selected
582,25377,0,not-selected
583,25378,0,not-selected
584,25379,0,not-selected
585,25380,0,not-selected
586,8520,0,Unspecified
587,8521,0,Unspecified
588,10272,0,not-selected
589,10273,0,not-selected
590,25264,0,not-selected
591,25397,0,not-selected
592,25398,0,not-selected
593,25399,0,not-selected
594,25400,0,not-selected
595,25401,0,not-selected
596,25402,0,Explicit
597,25403,0,Explicit
598,25404,0,Explicit
599,25405,0,Explicit
600,25407,0,Explicit
601,25408,0,Explicit
602,25409,0,Implicit
603,25410,0,Implicit
604,25412,0,not-selected
605,17768,0,Unspecified
606,17769,0,Unspecified
607,4690,0,Explicit
608,4691,0,Explicit
609,17777,0,not-selected
610,17778,0,not-selected
611,17779,0,not-selected
612,4695,0,Explicit
613,4696,0,Unspecified
614,4697,0,Implicit
615,7983,0,not-selected
616,7984,0,not-selected
617,7986,0,Explicit
618,17786,0,Unspecified
619,18069,0,Unspecified
620,18070,0,Unspecified
621,18071,0,Unspecified
622,4988,0,Explicit
623,4990,0,Explicit
624,4991,0,Unspecified
625,4992,0,Unspecified
626,7987,0,not-selected
627,7988,0,not-selected
628,7990,0,not-selected
629,7991,0,not-selected
630,7992,0,not-selected
631,18072,0,Unspecified
632,18073,0,not-selected
633,18074,0,Unspecified
634,18076,0,Unspecified
635,18077,0,Unspecified
636,18079,0,Unspecified
637,4994,0,Explicit
638,4995,0,Explicit
639,4996,0,Explicit
640,4997,0,Explicit
641,7996,0,Explicit
642,18116,0,Unspecified
643,18117,0,Unspecified
644,18119,0,Unspecified
645,18136,0,Unspecified
646,18137,0,Unspecified
647,18138,0,Unspecified
648,18139,0,Unspecified
649,18140,0,Unspecified
650,18141,0,Unspecified
651,18142,0,Unspecified
652,4998,0,Unspecified
653,4999,0,Unspecified
654,5000,0,Unspecified
655,7997,0,not-selected
656,7998,0,not-selected
657,7999,0,not-selected
658,18143,0,Unspecified
659,18144,0,Unspecified
660,18145,0,Unspecified
661,5001,0,Implicit
662,5002,0,Implicit
663,8000,0,not-selected
664,18146,0,Unspecified
665,5003,0,Implicit
666,5004,0,Implicit
667,5005,0,Implicit
668,8001,0,not-selected
669,8002,0,not-selected
670,8003,0,not-selected
671,18148,0,Unspecified
672,18149,0,Unspecified
673,18150,0,Unspecified
674,18151,0,Unspecified
675,18152,0,Unspecified
676,5006,0,Implicit
677,8004,0,not-selected
678,18153,0,Unspecified
679,18154,0,Unspecified
680,18155,0,Unspecified
681,18156,0,Unspecified
682,18157,0,Unspecified
683,18158,0,Unspecified
684,18159,0,Unspecified
685,5007,0,Implicit
686,8005,0,not-selected
687,18160,0,Explicit
688,8007,0,not-selected
689,8008,0,not-selected
690,8009,0,not-selected
691,8010,0,not-selected
692,8011,0,not-selected
693,18162,0,Unspecified
694,18163,0,Unspecified
695,18164,0,Unspecified
696,18165,0,Unspecified
697,5013,0,Unspecified
698,5014,0,Unspecified
699,5015,0,Unspecified
700,5016,0,Unspecified
701,5017,0,Unspecified
702,8012,0,not-selected
703,8013,0,not-selected
704,18166,0,Unspecified
705,18167,0,Unspecified
706,18168,0,Unspecified
707,18169,0,Unspecified
708,18170,0,Unspecified
709,5018,0,Unspecified
710,5019,0,Unspecified
711,5020,0,Unspecified
712,5021,0,Unspecified
713,5022,0,Unspecified
714,5023,0,Unspecified
715,5024,0,Unspecified
716,5025,0,Unspecified
717,8014,0,not-selected
718,8015,0,not-selected
719,8016,0,not-selected
720,8017,0,not-selected
721,8018,0,not-selected
722,8019,0,not-selected
723,18172,0,Unspecified
724,18174,0,Unspecified
725,18175,0,Unspecified
726,18176,0,Unspecified
727,18177,0,Unspecified
728,18178,0,Unspecified
729,18179,0,Unspecified
730,8021,0,not-selected
731,8022,0,not-selected
732,8023,0,not-selected
733,8024,0,not-selected
734,7426,0,Unspecified
735,8046,0,not-selected
736,7427,0,Unspecified
737,7428,0,Unspecified
738,8048,0,not-selected
739,8049,0,not-selected
740,22135,0,Unspecified
741,22136,0,Unspecified
742,22137,0,Unspecified
743,8050,0,not-selected
744,8052,0,not-selected
745,8053,0,not-selected
746,22141,0,Unspecified
747,8059,0,not-selected
748,4890,0,Unspecified
749,5934,0,Unspecified
750,6705,0,Unspecified
751,4891,0,Unspecified
752,5935,0,Explicit
753,6706,0,Unspecified
754,6707,0,Unspecified
755,4892,0,Explicit
756,4893,0,Explicit
757,5962,0,Explicit
758,5963,0,Explicit
759,5964,0,Explicit
760,6708,0,Explicit
761,6711,0,Unspecified
762,6712,0,Unspecified
763,4898,0,Unspecified
764,4899,0,Unspecified
765,5936,0,Unspecified
766,6713,0,Unspecified
767,4900,0,Unspecified
768,4901,0,Unspecified
769,4902,0,Unspecified
770,4903,0,Unspecified
771,4904,0,Unspecified
772,5965,0,Explicit
773,6714,0,Explicit
774,6715,0,Explicit
775,6716,0,Explicit
776,6717,0,Explicit
777,4905,0,Implicit
778,5967,0,Implicit
779,5969,0,Implicit
780,6719,0,Unspecified
781,6720,0,Unspecified
782,4907,0,Implicit
783,4908,0,Implicit
784,4909,0,Implicit
785,4910,0,Implicit
786,5970,0,Implicit
787,5971,0,Implicit
788,5972,0,Implicit
789,5973,0,Implicit
790,6722,0,Implicit
791,6723,0,Implicit
792,6724,0,Implicit
793,6726,0,Implicit
794,6727,0,Implicit
795,6728,0,Implicit
796,6729,0,Unspecified
797,1531,0,Unspecified
798,1532,0,Unspecified
799,1534,0,Unspecified
800,1535,0,Unspecified
801,1536,0,Unspecified
802,1538,0,Unspecified
803,1878,0,Unspecified
804,1879,0,Unspecified
805,1880,0,Unspecified
806,1881,0,Unspecified
807,2530,0,Unspecified
808,2531,0,Unspecified
809,2533,0,Unspecified
810,1884,0,Explicit
811,1885,0,Explicit
812,2578,0,Explicit
813,1545,0,Implicit
814,1546,0,Implicit
815,1549,0,Implicit
816,1553,0,Implicit
817,1554,0,Implicit
818,1561,0,Implicit
819,1890,0,Unspecified
820,1892,0,Unspecified
821,1893,0,Unspecified
822,2580,0,Unspecified
823,2581,0,Unspecified
824,2582,0,Unspecified
825,1559,0,Explicit
826,1894,0,Unspecified
827,2583,0,Explicit
828,1564,0,Explicit
829,1565,0,Explicit
830,1566,0,Explicit
831,1569,0,Unspecified
832,1900,0,Unspecified
833,1904,0,Unspecified
834,1905,0,Unspecified
835,2584,0,Explicit
836,2585,0,Unspecified
837,2587,0,Unspecified
838,1573,0,Implicit
839,1896,0,Unspecified
840,2588,0,Explicit
841,1910,0,Unspecified
842,1911,0,Unspecified
843,1912,0,Unspecified
844,1577,0,Implicit
845,1578,0,Implicit
846,1579,0,Implicit
847,1580,0,Implicit
848,1916,0,Implicit
849,1917,0,Implicit
850,1918,0,Implicit
851,1919,0,Implicit
852,2589,0,Implicit
853,2590,0,Implicit
854,2591,0,Implicit
855,2592,0,Implicit
856,2593,0,Implicit
857,1582,0,Implicit
858,1583,0,Implicit
859,1584,0,Implicit
860,1922,0,Unspecified
861,2594,0,Implicit
862,2595,0,Implicit
863,1587,0,Implicit
864,1588,0,Implicit
865,1927,0,Unspecified
866,1928,0,Unspecified
867,2597,0,Implicit
868,2598,0,Implicit
869,1592,0,Unspecified
870,1594,0,Unspecified
871,1971,0,Unspecified
872,1972,0,Unspecified
873,1991,0,Unspecified
874,1992,0,Unspecified
875,1993,0,Unspecified
876,1997,0,Unspecified
877,2599,0,Explicit
878,2601,0,Implicit
879,2605,0,Unspecified
880,2606,0,Unspecified
881,2607,0,Unspecified
882,2608,0,Unspecified
883,2609,0,Unspecified
884,2610,0,Unspecified
885,1611,0,Implicit
886,1612,0,Implicit
887,1614,0,Implicit
888,1615,0,Implicit
889,2000,0,Unspecified
890,2002,0,Unspecified
891,2003,0,Unspecified
892,2004,0,Unspecified
893,2611,0,Unspecified
894,2612,0,Unspecified
895,2613,0,Unspecified
896,2614,0,Unspecified
897,1626,0,Unspecified
898,1627,0,Unspecified
899,1628,0,Unspecified
900,1630,0,Unspecified
901,1631,0,Unspecified
902,1632,0,Unspecified
903,2018,0,Unspecified
904,2019,0,Unspecified
905,2020,0,Unspecified
906,2021,0,Unspecified
907,2022,0,Unspecified
908,2023,0,Unspecified
909,2615,0,Unspecified
910,2616,0,Unspecified
911,2617,0,Unspecified
912,2618,0,Unspecified
913,2622,0,Implicit
914,1932,0,Unspecified
915,1934,0,Unspecified
916,2678,0,Unspecified
917,2681,0,Unspecified
918,2682,0,Unspecified
919,2691,0,Explicit
920,1826,0,Unspecified
921,1835,0,Unspecified
922,1836,0,Unspecified
923,1840,0,Unspecified
924,1843,0,Unspecified
925,1823,0,Unspecified
926,20060,0,not-selected
927,20061,0,not-selected
928,20062,0,Explicit
929,20063,0,Explicit
930,20580,0,not-selected
931,20191,0,Unspecified
932,20193,0,Unspecified
933,20068,0,not-selected
934,20206,0,Implicit
935,20207,0,Implicit
936,18794,0,not-selected
937,21134,0,Unspecified
938,18795,0,Explicit
939,18796,0,Explicit
940,18797,0,Explicit
941,18798,0,Explicit
942,21135,0,Explicit
943,21136,0,Explicit
944,21137,0,Explicit
945,21997,0,Explicit
946,21998,0,Explicit
947,21999,0,Explicit
948,22000,0,Explicit
949,22001,0,Explicit
950,22002,0,Explicit
951,18799,0,not-selected
952,18800,0,not-selected
953,18801,0,not-selected
954,21138,0,Implicit
955,21139,0,Implicit
956,22003,0,Implicit
957,22004,0,Implicit
958,18802,0,not-selected
959,22011,0,Implicit
960,22012,0,Implicit
961,22013,0,Implicit
962,18803,0,not-selected
963,21141,0,Unspecified
964,18804,0,Explicit
965,21142,0,Explicit
966,22326,0,Explicit
967,22327,0,Explicit
968,18805,0,Explicit
969,21143,0,Explicit
970,22017,0,Explicit
971,22328,0,Explicit
972,22329,0,Explicit
973,22330,0,Explicit
974,22331,0,Explicit
975,22332,0,Explicit
976,21147,0,Explicit
977,22338,0,Explicit
978,22339,0,Explicit
979,22346,0,Explicit
980,22351,0,Unspecified
981,21148,0,Explicit
982,22022,0,Explicit
983,19136,0,Implicit
984,19138,0,Implicit
985,19140,0,Implicit
986,19141,0,Implicit
987,19144,0,Implicit
988,19145,0,Implicit
989,21154,0,Implicit
990,21155,0,Implicit
991,21156,0,Implicit
992,21157,0,Implicit
993,22023,0,Implicit
994,22024,0,Implicit
995,22026,0,Implicit
996,22027,0,Implicit
997,22028,0,Implicit
998,22029,0,Implicit
999,22030,0,Implicit
1000,22031,0,Implicit
1001,22032,0,Implicit
1002,19152,0,not-selected
1003,19153,0,not-selected
1004,22036,0,Implicit
1005,22037,0,Implicit
1006,22038,0,Implicit
1007,22039,0,Implicit
1008,19157,0,not-selected
1009,19163,0,not-selected
1010,19164,0,not-selected
1011,19166,0,not-selected
1012,21160,0,Unspecified
1013,21161,0,Unspecified
1014,21162,0,Unspecified
1015,22357,0,not-selected
1016,22358,0,not-selected
1017,22360,0,not-selected
1018,22361,0,not-selected
1019,22362,0,not-selected
1020,22363,0,not-selected
1021,22364,0,not-selected
1022,22365,0,not-selected
1023,19819,0,Explicit
1024,19820,0,Explicit
1025,19821,0,Explicit
1026,21163,0,Explicit
1027,22366,0,Explicit
1028,22367,0,Explicit
1029,22368,0,Explicit
1030,22369,0,Explicit
1031,19825,0,Explicit
1032,19826,0,Explicit
1033,19827,0,Explicit
1034,19828,0,Explicit
1035,19829,0,Explicit
1036,21165,0,Explicit
1037,21167,0,Explicit
1038,21168,0,Explicit
1039,21169,0,Explicit
1040,22372,0,Explicit
1041,22373,0,Explicit
1042,22374,0,Explicit
1043,22375,0,Explicit
1044,22376,0,Explicit
1045,22377,0,Explicit
1046,21180,0,Unspecified
1047,4464,0,Implicit
1048,4465,0,Explicit
1049,4466,0,Explicit
1050,7501,0,Explicit
1051,7502,0,Explicit
1052,14167,0,Implicit
1053,14168,0,Implicit
1054,14169,0,Explicit
1055,14170,0,Explicit
1056,14245,0,Explicit
1057,14246,0,Explicit
1058,4471,0,Implicit
1059,4472,0,Unspecified
1060,4473,0,Unspecified
1061,7503,0,not-selected
1062,7504,0,not-selected
1063,14254,0,Implicit
1064,14256,0,Explicit
1065,14258,0,Unspecified
1066,14260,0,Unspecified
1067,14261,0,Unspecified
1068,4474,0,Explicit
1069,4475,0,Explicit
1070,7506,0,not-selected
1071,7507,0,not-selected
1072,14263,0,Explicit
1073,14264,0,Explicit
1074,4476,0,Implicit
1075,4477,0,Implicit
1076,4478,0,Implicit
1077,4479,0,Implicit
1078,7508,0,not-selected
1079,7509,0,not-selected
1080,14266,0,Implicit
1081,14267,0,Implicit
1082,14268,0,Implicit
1083,14270,0,Unspecified
1084,7511,0,not-selected
1085,14277,0,Unspecified
1086,7516,0,not-selected
1087,7517,0,not-selected
1088,14283,0,Unspecified
1089,4489,0,Explicit
1090,7521,0,Explicit
1091,14292,0,Explicit
1092,8389,0,not-selected
1093,22199,0,Unspecified
1094,8417,0,Explicit
1095,7606,0,Explicit
1096,7607,0,Explicit
1097,8435,0,Explicit
1098,22208,0,Explicit
1099,22209,0,Explicit
1100,7609,0,Explicit
1101,8437,0,Explicit
1102,22211,0,Explicit
1103,7610,0,Explicit
1104,8456,0,not-selected
1105,22212,0,Explicit
1106,7615,0,Implicit
1107,7616,0,Implicit
1108,8473,0,Implicit
1109,8475,0,Implicit
1110,8477,0,Implicit
1111,22217,0,Implicit
1112,22218,0,Implicit
1113,22219,0,Implicit
1114,7617,0,Unspecified
1115,8482,0,not-selected
1116,22220,0,Unspecified
1117,22221,0,Unspecified
1118,22222,0,Unspecified
1119,8485,0,not-selected
1120,22224,0,Unspecified
1121,22225,0,Unspecified
1122,8495,0,not-selected
1123,22228,0,Unspecified
